id,type,prix,date_debut,date_fin,statut
9101,Basique Mensuel,41.88,2025-03-11,2025-04-14,ACTIVE
4852,Basique Hebdomadaire,17.58,2023-10-10,2023-10-17,EXPIRE
2026,Family Mensuel,75.52,2025-09-01,2025-09-27,ACTIVE
2616,Basique Hebdomadaire,14.41,2024-09-07,2024-09-15,ACTIVE
7389,Basique Mensuel,42.38,2025-07-22,2025-08-23,ACTIVE
2927,Premium Mensuel,69.78,2025-03-25,2025-04-24,ACTIVE
1122,Pro Annuel,702.13,2024-08-18,2025-08-20,ACTIVE
2911,Premium Hebdomadaire,19.03,2026-10-16,2026-10-22,EXPIRE
8147,Basique Hebdomadaire,14.12,2023-04-16,2023-04-23,EXPIRE
7384,Basique Mensuel,38.56,2025-08-11,2025-09-08,ACTIVE
3483,Basique Hebdomadaire,12.86,2023-07-22,2023-07-28,EXPIRE
796,Premium Mensuel,71.89,2025-11-07,2025-12-08,ACTIVE
1576,Basique Hebdomadaire,13.93,2026-12-20,2026-12-29,ACTIVE
6177,Premium Mensuel,72.21,2025-11-02,2025-12-06,ACTIVE
6267,Etudiant Mensuel,28.94,2024-09-04,2024-10-07,SUSPENDU
2459,Etudiant Mensuel,28.89,2026-11-20,2026-12-22,EXPIRE
3313,Basique Hebdomadaire,18.26,2025-06-26,2025-07-04,ACTIVE
1254,Basique Mensuel,40.66,2023-03-12,2023-04-11,EXPIRE
6835,Pro Annuel,700.68,2023-11-07,2024-11-09,EXPIRE
8795,Family Mensuel,77.9,2024-08-15,2024-09-16,ACTIVE
3838,Premium Hebdomadaire,21.67,2024-05-15,2024-05-23,ACTIVE
4399,Basique Hebdomadaire,14.15,2026-01-10,2026-01-17,ACTIVE
3596,Family Mensuel,82.05,2026-10-11,2026-11-06,ACTIVE
6622,Premium Mensuel,70.34,2023-02-12,2023-03-13,EXPIRE
8383,Basique Hebdomadaire,13.38,2026-09-10,2026-09-19,ACTIVE
2125,Pro Annuel,700.03,2026-04-27,2027-04-26,ACTIVE
3239,Premium Hebdomadaire,21.12,2024-06-13,2024-06-19,ACTIVE
5404,Premium Hebdomadaire,21.15,2024-11-26,2024-12-04,ACTIVE
5999,Basique Hebdomadaire,14.83,2025-08-16,2025-08-24,ACTIVE
5939,Premium Mensuel,75.03,2026-07-19,2026-08-16,EXPIRE
2046,Basique Hebdomadaire,16.01,2024-05-07,2024-05-16,ACTIVE
1579,Premium Hebdomadaire,19.67,2026-05-20,2026-05-28,ACTIVE
15,Pro Annuel,696.89,2024-11-11,2025-11-05,ACTIVE
2674,Basique Hebdomadaire,13.54,2026-07-15,2026-07-24,ACTIVE
7017,Family Mensuel,83.13,2023-07-24,2023-08-23,EXPIRE
8721,Family Mensuel,81.93,2023-05-08,2023-06-11,ACTIVE
8850,Family Mensuel,81.19,2026-10-04,2026-11-01,ACTIVE
4813,Family Mensuel,81.18,2024-08-05,2024-09-06,ACTIVE
1085,Premium Mensuel,75.98,2025-07-21,2025-08-24,EXPIRE
4984,Pro Annuel,699.73,2026-08-24,2027-08-19,EXPIRE
7156,Pro Annuel,696.26,2024-10-05,2025-10-03,ACTIVE
2885,Premium Hebdomadaire,16.04,2025-03-21,2025-03-30,ACTIVE
334,Basique Hebdomadaire,13.29,2023-06-18,2023-06-26,EXPIRE
7205,Basique Hebdomadaire,10.0,2023-01-12,2023-01-19,EXPIRE
4368,Family Mensuel,80.05,2024-11-04,2024-12-03,SUSPENDU
3080,Pro Annuel,657.54,2025-09-09,2026-09-05,ACTIVE
7204,Pro Annuel,698.47,2023-03-27,2024-03-25,EXPIRE
9910,Premium Hebdomadaire,22.34,2023-01-17,2023-01-25,SUSPENDU
8865,Etudiant Mensuel,28.84,2023-04-11,2023-05-13,EXPIRE
264,Pro Annuel,698.15,2025-03-15,2026-03-10,ACTIVE
4338,Premium Hebdomadaire,20.9,2024-04-25,2024-05-02,ACTIVE
8896,Basique Mensuel,46.17,2023-11-21,2023-12-24,ACTIVE
8448,Premium Mensuel,73.97,2024-11-09,2024-12-05,ACTIVE
5904,Basique Mensuel,41.9,2024-12-08,2025-01-05,ACTIVE
1499,Basique Mensuel,41.83,2026-02-05,2026-03-09,EXPIRE
4191,Etudiant Mensuel,29.52,2023-09-05,2023-10-08,EXPIRE
7486,Premium Hebdomadaire,18.66,2026-09-07,2026-09-16,ACTIVE
9644,Basique Mensuel,40.1,2025-03-16,2025-04-17,EXPIRE
8311,Premium Mensuel,66.67,2023-01-15,2023-02-17,EXPIRE
7591,Basique Hebdomadaire,12.47,2025-05-09,2025-05-18,ACTIVE
501,Basique Hebdomadaire,14.66,2023-02-27,2023-03-06,EXPIRE
9156,Etudiant Mensuel,25.48,2023-01-09,2023-02-09,ACTIVE
9415,Family Mensuel,77.79,2026-02-21,2026-03-23,ACTIVE
3096,Basique Mensuel,39.89,2024-01-16,2024-02-15,ACTIVE
4632,Etudiant Mensuel,28.14,2026-06-11,2026-07-12,SUSPENDU
368,Etudiant Mensuel,30.51,2025-10-11,2025-11-14,EXPIRE
4059,Premium Mensuel,74.52,2026-06-21,2026-07-20,ACTIVE
8175,Basique Hebdomadaire,11.36,2026-01-03,2026-01-10,ACTIVE
4631,Pro Annuel,707.21,2026-05-11,2027-05-19,EXPIRE
6071,Premium Hebdomadaire,22.03,2023-08-01,2023-08-10,EXPIRE
2665,Family Mensuel,80.82,2023-04-25,2023-05-21,EXPIRE
1027,Premium Hebdomadaire,20.06,2024-03-10,2024-03-17,ACTIVE
5909,Premium Mensuel,73.0,2023-02-04,2023-03-07,ACTIVE
5051,Family Mensuel,81.3,2023-12-24,2024-01-21,EXPIRE
6329,Family Mensuel,82.5,2024-12-09,2025-01-10,ACTIVE
9734,Basique Mensuel,37.75,2026-05-02,2026-06-01,ACTIVE
1692,Premium Hebdomadaire,20.93,2025-07-15,2025-07-23,ACTIVE
674,Premium Mensuel,69.32,2024-08-07,2024-09-08,EXPIRE
5573,Basique Hebdomadaire,12.37,2023-10-10,2023-10-16,EXPIRE
5767,Premium Mensuel,73.62,2024-08-08,2024-09-10,ACTIVE
5157,Basique Mensuel,40.24,2024-08-12,2024-09-12,ACTIVE
734,Premium Hebdomadaire,18.72,2025-06-15,2025-06-23,SUSPENDU
3527,Basique Mensuel,37.23,2023-01-28,2023-02-24,EXPIRE
569,Family Mensuel,76.62,2023-05-23,2023-06-24,ACTIVE
9188,Basique Mensuel,40.8,2023-09-25,2023-10-30,ACTIVE
2923,Basique Hebdomadaire,12.64,2026-03-08,2026-03-14,EXPIRE
7912,Basique Hebdomadaire,15.53,2025-06-26,2025-07-05,ACTIVE
1559,Pro Annuel,712.68,2026-08-12,2027-08-21,EXPIRE
102,Basique Hebdomadaire,13.23,2023-10-13,2023-10-22,EXPIRE
3008,Basique Mensuel,38.8,2023-07-19,2023-08-15,EXPIRE
7202,Family Mensuel,77.81,2025-01-02,2025-02-06,ACTIVE
304,Pro Annuel,659.09,2023-09-12,2024-09-06,SUSPENDU
77,Family Mensuel,75.35,2025-01-04,2025-02-03,ACTIVE
6755,Premium Hebdomadaire,16.5,2024-03-19,2024-03-26,ACTIVE
8630,Pro Annuel,698.76,2024-11-01,2025-11-05,ACTIVE
1209,Premium Hebdomadaire,18.47,2023-03-22,2023-03-31,EXPIRE
7743,Basique Hebdomadaire,12.85,2026-12-09,2026-12-18,ACTIVE
8215,Basique Hebdomadaire,13.08,2024-08-09,2024-08-17,SUSPENDU
8945,Pro Annuel,698.21,2023-12-13,2024-12-13,SUSPENDU
8414,Basique Mensuel,40.46,2024-04-27,2024-05-24,ACTIVE
1776,Premium Mensuel,67.61,2023-03-19,2023-04-17,ACTIVE
3474,Basique Hebdomadaire,11.08,2024-02-09,2024-02-15,ACTIVE
484,Basique Hebdomadaire,14.36,2025-10-13,2025-10-21,ACTIVE
2190,Etudiant Mensuel,31.55,2023-10-16,2023-11-19,EXPIRE
347,Premium Mensuel,67.38,2026-11-18,2026-12-18,ACTIVE
5482,Etudiant Mensuel,28.8,2025-11-26,2025-12-25,ACTIVE
8362,Family Mensuel,80.45,2024-04-26,2024-05-24,ACTIVE
1473,Family Mensuel,77.45,2023-09-02,2023-10-06,EXPIRE
5101,Premium Hebdomadaire,22.84,2025-03-13,2025-03-22,ACTIVE
6766,Premium Hebdomadaire,20.73,2025-04-07,2025-04-13,ACTIVE
8707,Etudiant Mensuel,28.36,2023-10-12,2023-11-11,SUSPENDU
4930,Etudiant Mensuel,27.73,2024-04-01,2024-05-01,EXPIRE
6330,Etudiant Mensuel,28.19,2025-05-16,2025-06-14,EXPIRE
2610,Basique Hebdomadaire,15.28,2025-08-03,2025-08-10,ACTIVE
4,Premium Mensuel,75.23,2024-12-21,2025-01-24,ACTIVE
2214,Basique Mensuel,39.18,2025-02-12,2025-03-14,ACTIVE
4828,Family Mensuel,81.43,2023-02-13,2023-03-14,EXPIRE
857,Pro Annuel,708.49,2026-04-26,2027-05-04,EXPIRE
6978,Etudiant Mensuel,32.29,2024-10-14,2024-11-18,ACTIVE
5886,Premium Hebdomadaire,23.0,2026-03-07,2026-03-13,ACTIVE
625,Premium Hebdomadaire,21.66,2023-09-16,2023-09-22,EXPIRE
291,Etudiant Mensuel,30.12,2023-12-28,2024-01-31,ACTIVE
2019,Etudiant Mensuel,30.25,2023-06-21,2023-07-17,EXPIRE
669,Etudiant Mensuel,21.54,2026-01-13,2026-02-13,EXPIRE
8922,Pro Annuel,728.7,2024-07-05,2025-06-28,SUSPENDU
8265,Family Mensuel,76.0,2025-04-26,2025-05-25,ACTIVE
9697,Basique Hebdomadaire,14.21,2026-12-10,2026-12-19,ACTIVE
1632,Premium Hebdomadaire,19.47,2023-12-20,2023-12-29,EXPIRE
5171,Etudiant Mensuel,31.05,2026-08-01,2026-09-03,ACTIVE
7206,Pro Annuel,658.27,2023-09-08,2024-09-04,ACTIVE
2523,Premium Hebdomadaire,20.65,2024-11-03,2024-11-09,EXPIRE
2216,Basique Mensuel,40.47,2025-10-25,2025-11-21,SUSPENDU
6969,Family Mensuel,75.09,2025-01-09,2025-02-10,ACTIVE
6497,Pro Annuel,729.78,2024-07-15,2025-07-13,SUSPENDU
6214,Family Mensuel,80.14,2024-05-01,2024-06-05,ACTIVE
7033,Etudiant Mensuel,31.39,2025-10-22,2025-11-26,SUSPENDU
7421,Premium Hebdomadaire,19.22,2023-08-16,2023-08-22,ACTIVE
1108,Pro Annuel,698.09,2026-08-08,2027-08-08,ACTIVE
451,Premium Hebdomadaire,19.88,2023-12-05,2023-12-11,EXPIRE
6290,Pro Annuel,699.42,2023-05-15,2024-05-14,EXPIRE
9967,Basique Hebdomadaire,11.33,2023-09-26,2023-10-03,EXPIRE
136,Basique Mensuel,45.28,2024-05-01,2024-06-04,ACTIVE
1786,Premium Mensuel,67.37,2025-11-23,2025-12-22,EXPIRE
3405,Family Mensuel,83.97,2023-06-23,2023-07-19,EXPIRE
2907,Premium Mensuel,65.04,2026-09-20,2026-10-22,EXPIRE
8305,Basique Hebdomadaire,14.49,2023-08-21,2023-08-27,EXPIRE
7493,Premium Mensuel,71.41,2025-08-27,2025-09-29,ACTIVE
6101,Etudiant Mensuel,29.43,2025-12-19,2026-01-21,ACTIVE
4505,Premium Mensuel,65.41,2023-09-26,2023-10-27,EXPIRE
5054,Basique Mensuel,39.5,2024-03-16,2024-04-12,ACTIVE
5206,Pro Annuel,701.48,2025-11-13,2026-11-08,ACTIVE
4081,Premium Hebdomadaire,22.13,2023-10-02,2023-10-10,EXPIRE
6919,Premium Mensuel,73.14,2023-03-15,2023-04-15,EXPIRE
6803,Premium Mensuel,64.06,2024-01-20,2024-02-23,ACTIVE
5207,Family Mensuel,87.78,2026-07-06,2026-08-08,ACTIVE
533,Basique Mensuel,39.87,2023-03-25,2023-04-26,SUSPENDU
4831,Pro Annuel,711.55,2024-11-09,2025-11-19,EXPIRE
4039,Family Mensuel,79.95,2026-12-01,2027-01-01,ACTIVE
4085,Pro Annuel,670.35,2023-01-20,2024-01-28,ACTIVE
3205,Family Mensuel,78.28,2025-10-20,2025-11-18,SUSPENDU
7111,Premium Mensuel,68.23,2025-08-04,2025-09-01,SUSPENDU
331,Family Mensuel,79.97,2025-11-12,2025-12-09,ACTIVE
4958,Basique Mensuel,41.9,2025-04-26,2025-05-25,ACTIVE
3034,Premium Mensuel,68.22,2023-08-07,2023-09-02,EXPIRE
7685,Basique Mensuel,45.88,2023-06-03,2023-07-06,ACTIVE
1598,Basique Hebdomadaire,18.21,2025-06-20,2025-06-29,SUSPENDU
9920,Basique Mensuel,40.16,2023-10-22,2023-11-20,EXPIRE
3598,Etudiant Mensuel,28.12,2025-09-23,2025-10-24,EXPIRE
9039,Etudiant Mensuel,31.88,2023-11-06,2023-12-11,EXPIRE
8002,Premium Mensuel,69.08,2026-04-16,2026-05-15,ACTIVE
591,Basique Hebdomadaire,13.34,2026-01-05,2026-01-13,ACTIVE
648,Basique Mensuel,39.89,2024-02-02,2024-03-05,ACTIVE
9103,Basique Hebdomadaire,15.31,2026-05-17,2026-05-26,ACTIVE
8016,Basique Mensuel,42.41,2026-04-13,2026-05-15,SUSPENDU
3772,Basique Mensuel,41.59,2026-11-26,2026-12-29,ACTIVE
9040,Pro Annuel,727.98,2024-06-17,2025-06-18,ACTIVE
5083,Basique Mensuel,40.14,2026-08-15,2026-09-12,ACTIVE
7883,Premium Hebdomadaire,22.3,2026-03-20,2026-03-26,EXPIRE
9363,Basique Mensuel,37.54,2024-09-28,2024-10-26,ACTIVE
4211,Basique Hebdomadaire,12.53,2025-04-11,2025-04-18,EXPIRE
8835,Family Mensuel,76.46,2025-09-18,2025-10-14,ACTIVE
8700,Premium Mensuel,70.37,2023-10-01,2023-11-05,EXPIRE
1796,Family Mensuel,78.64,2026-08-19,2026-09-16,ACTIVE
2587,Basique Mensuel,37.72,2024-01-28,2024-03-03,ACTIVE
8356,Premium Mensuel,70.01,2026-09-17,2026-10-20,EXPIRE
2317,Basique Hebdomadaire,14.5,2023-02-03,2023-02-10,ACTIVE
4186,Family Mensuel,80.64,2025-04-10,2025-05-06,ACTIVE
8828,Pro Annuel,738.59,2025-07-20,2026-07-27,EXPIRE
7073,Basique Mensuel,37.52,2024-10-13,2024-11-09,ACTIVE
5235,Etudiant Mensuel,29.66,2023-07-17,2023-08-14,ACTIVE
8744,Basique Hebdomadaire,15.58,2023-03-22,2023-03-30,EXPIRE
8671,Premium Mensuel,74.51,2024-05-01,2024-06-03,ACTIVE
4769,Family Mensuel,87.54,2023-07-21,2023-08-24,ACTIVE
9973,Basique Hebdomadaire,16.03,2025-07-17,2025-07-25,ACTIVE
7145,Pro Annuel,710.55,2024-12-08,2025-12-15,EXPIRE
2914,Premium Mensuel,76.65,2026-07-24,2026-08-26,SUSPENDU
9872,Premium Hebdomadaire,17.78,2024-05-25,2024-05-31,ACTIVE
9894,Basique Mensuel,41.2,2026-06-04,2026-07-04,ACTIVE
2076,Basique Mensuel,37.02,2023-01-09,2023-02-06,EXPIRE
4303,Basique Mensuel,35.84,2025-09-19,2025-10-15,ACTIVE
5823,Pro Annuel,725.98,2024-06-25,2025-06-26,ACTIVE
2150,Etudiant Mensuel,25.03,2024-08-23,2024-09-23,SUSPENDU
145,Pro Annuel,700.46,2023-04-21,2024-04-19,EXPIRE
4964,Etudiant Mensuel,32.17,2026-06-13,2026-07-17,SUSPENDU
8160,Pro Annuel,708.62,2026-12-23,2028-01-02,EXPIRE
9031,Premium Mensuel,69.97,2024-08-14,2024-09-09,ACTIVE
4776,Family Mensuel,76.6,2024-01-13,2024-02-14,ACTIVE
8934,Basique Mensuel,38.21,2026-11-15,2026-12-11,SUSPENDU
7750,Premium Hebdomadaire,22.5,2024-03-09,2024-03-16,ACTIVE
9829,Premium Mensuel,69.23,2023-09-03,2023-10-06,ACTIVE
9215,Basique Hebdomadaire,12.1,2023-09-14,2023-09-22,EXPIRE
6061,Basique Hebdomadaire,14.08,2026-08-11,2026-08-19,ACTIVE
9476,Family Mensuel,80.05,2023-12-13,2024-01-14,EXPIRE
6410,Basique Mensuel,41.92,2024-06-27,2024-07-29,EXPIRE
3318,Family Mensuel,78.22,2025-02-07,2025-03-05,ACTIVE
7465,Etudiant Mensuel,30.11,2026-09-04,2026-09-30,EXPIRE
3062,Basique Hebdomadaire,12.39,2023-02-13,2023-02-20,ACTIVE
1356,Basique Mensuel,35.33,2026-03-08,2026-04-05,EXPIRE
4515,Pro Annuel,699.67,2023-04-17,2024-04-20,SUSPENDU
5506,Family Mensuel,81.51,2026-02-01,2026-02-28,ACTIVE
5251,Pro Annuel,726.25,2025-06-08,2026-06-04,ACTIVE
4512,Premium Mensuel,67.69,2025-01-25,2025-02-23,ACTIVE
1731,Basique Hebdomadaire,13.59,2023-05-27,2023-06-05,EXPIRE
1759,Premium Hebdomadaire,22.89,2024-04-26,2024-05-03,EXPIRE
6651,Pro Annuel,700.45,2025-08-17,2026-08-22,ACTIVE
6647,Pro Annuel,658.99,2025-01-13,2026-01-08,ACTIVE
9861,Basique Hebdomadaire,14.08,2025-11-06,2025-11-13,ACTIVE
4140,Family Mensuel,82.5,2024-04-05,2024-05-08,ACTIVE
9394,Basique Hebdomadaire,12.93,2023-05-28,2023-06-04,EXPIRE
5124,Pro Annuel,699.86,2023-04-18,2024-04-10,EXPIRE
1,Pro Annuel,658.88,2023-01-24,2024-01-25,EXPIRE
1865,Pro Annuel,730.34,2023-06-08,2024-06-08,EXPIRE
544,Premium Mensuel,72.58,2026-04-23,2026-05-21,SUSPENDU
350,Premium Hebdomadaire,20.61,2025-10-05,2025-10-13,SUSPENDU
6907,Basique Hebdomadaire,11.89,2023-12-09,2023-12-18,EXPIRE
9766,Basique Hebdomadaire,11.67,2026-01-25,2026-02-01,EXPIRE
2524,Basique Mensuel,39.43,2023-04-08,2023-05-08,EXPIRE
3465,Premium Hebdomadaire,20.31,2024-12-14,2024-12-20,ACTIVE
458,Premium Hebdomadaire,18.13,2024-05-22,2024-05-28,EXPIRE
3024,Premium Mensuel,74.57,2025-03-04,2025-04-06,ACTIVE
7262,Basique Hebdomadaire,12.23,2024-01-28,2024-02-03,ACTIVE
9516,Family Mensuel,77.57,2025-03-20,2025-04-21,ACTIVE
7873,Family Mensuel,87.65,2024-12-12,2025-01-16,SUSPENDU
6626,Pro Annuel,654.3,2026-09-06,2027-09-01,ACTIVE
2535,Premium Mensuel,71.74,2024-02-08,2024-03-12,EXPIRE
132,Pro Annuel,738.11,2025-06-23,2026-06-30,ACTIVE
3705,Premium Hebdomadaire,20.74,2025-04-26,2025-05-05,EXPIRE
1373,Premium Hebdomadaire,18.52,2025-08-23,2025-08-31,EXPIRE
6201,Basique Mensuel,39.0,2025-12-21,2026-01-20,ACTIVE
4857,Premium Hebdomadaire,21.56,2026-12-10,2026-12-16,ACTIVE
4713,Premium Hebdomadaire,21.73,2025-08-07,2025-08-16,ACTIVE
5545,Etudiant Mensuel,27.33,2024-08-13,2024-09-10,EXPIRE
1414,Basique Hebdomadaire,17.89,2023-08-02,2023-08-11,EXPIRE
4114,Premium Hebdomadaire,18.24,2026-11-21,2026-11-29,ACTIVE
656,Premium Hebdomadaire,21.1,2023-02-22,2023-03-02,ACTIVE
8138,Etudiant Mensuel,29.08,2026-12-12,2027-01-10,ACTIVE
4099,Premium Mensuel,69.75,2026-04-05,2026-05-06,SUSPENDU
593,Premium Mensuel,66.65,2023-09-05,2023-10-07,EXPIRE
8709,Premium Hebdomadaire,23.54,2026-10-02,2026-10-10,EXPIRE
3124,Pro Annuel,727.35,2025-06-01,2026-05-26,EXPIRE
3048,Family Mensuel,81.88,2023-12-18,2024-01-22,ACTIVE
3888,Pro Annuel,699.7,2024-03-20,2025-03-23,ACTIVE
5736,Pro Annuel,699.48,2026-04-19,2027-04-16,ACTIVE
2185,Premium Mensuel,66.01,2025-03-19,2025-04-14,ACTIVE
2146,Family Mensuel,82.67,2023-12-08,2024-01-03,EXPIRE
7048,Premium Hebdomadaire,19.82,2024-02-11,2024-02-17,ACTIVE
3106,Basique Hebdomadaire,13.64,2024-12-03,2024-12-10,ACTIVE
9234,Pro Annuel,699.75,2023-10-24,2024-10-27,EXPIRE
9097,Premium Hebdomadaire,17.72,2023-11-05,2023-11-12,EXPIRE
2770,Pro Annuel,699.64,2026-11-11,2027-11-16,ACTIVE
5222,Etudiant Mensuel,28.83,2024-01-03,2024-02-06,ACTIVE
5834,Pro Annuel,701.47,2023-03-03,2024-03-02,EXPIRE
1733,Premium Hebdomadaire,19.96,2023-02-14,2023-02-20,EXPIRE
266,Premium Mensuel,67.74,2025-08-15,2025-09-10,ACTIVE
5145,Basique Mensuel,41.62,2023-03-25,2023-04-26,EXPIRE
8268,Premium Hebdomadaire,18.07,2025-04-03,2025-04-09,ACTIVE
3938,Family Mensuel,77.59,2025-04-25,2025-05-22,ACTIVE
762,Premium Mensuel,72.71,2023-08-15,2023-09-19,SUSPENDU
7221,Premium Mensuel,67.78,2025-09-11,2025-10-09,ACTIVE
8440,Premium Hebdomadaire,20.71,2023-01-04,2023-01-13,ACTIVE
3258,Basique Hebdomadaire,12.23,2024-07-17,2024-07-24,SUSPENDU
4339,Etudiant Mensuel,25.4,2026-06-04,2026-07-05,SUSPENDU
4363,Premium Mensuel,73.29,2025-07-09,2025-08-10,ACTIVE
317,Premium Mensuel,71.22,2026-10-27,2026-11-24,ACTIVE
8070,Premium Hebdomadaire,20.34,2025-12-14,2025-12-23,ACTIVE
1852,Etudiant Mensuel,31.19,2023-03-20,2023-04-19,ACTIVE
2485,Premium Mensuel,69.0,2026-10-21,2026-11-19,EXPIRE
9874,Family Mensuel,84.99,2023-04-16,2023-05-19,ACTIVE
9575,Family Mensuel,80.72,2023-08-16,2023-09-15,ACTIVE
1079,Pro Annuel,702.69,2023-03-07,2024-03-09,ACTIVE
8359,Premium Mensuel,68.97,2025-12-03,2026-01-02,ACTIVE
7334,Etudiant Mensuel,30.5,2025-02-23,2025-03-24,EXPIRE
1072,Pro Annuel,700.85,2026-08-26,2027-08-24,SUSPENDU
104,Pro Annuel,698.55,2024-08-08,2025-08-09,ACTIVE
5749,Premium Hebdomadaire,18.76,2023-01-01,2023-01-07,EXPIRE
1419,Premium Hebdomadaire,23.74,2026-02-08,2026-02-17,EXPIRE
1659,Family Mensuel,81.38,2023-07-23,2023-08-22,EXPIRE
5285,Family Mensuel,82.9,2024-05-01,2024-06-02,ACTIVE
1150,Etudiant Mensuel,26.47,2024-11-15,2024-12-16,EXPIRE
7151,Basique Hebdomadaire,15.23,2023-05-03,2023-05-11,EXPIRE
1569,Pro Annuel,707.18,2023-03-02,2024-03-08,EXPIRE
1088,Basique Mensuel,40.42,2026-02-16,2026-03-17,ACTIVE
6086,Basique Mensuel,36.99,2024-09-17,2024-10-15,SUSPENDU
8675,Premium Mensuel,65.17,2025-09-01,2025-09-27,ACTIVE
8342,Etudiant Mensuel,26.28,2026-01-13,2026-02-12,ACTIVE
7812,Family Mensuel,79.67,2023-02-07,2023-03-10,ACTIVE
6085,Basique Mensuel,43.92,2025-07-19,2025-08-23,ACTIVE
8774,Basique Hebdomadaire,14.69,2023-07-02,2023-07-09,EXPIRE
8758,Basique Hebdomadaire,12.74,2023-09-17,2023-09-23,ACTIVE
1693,Basique Hebdomadaire,14.56,2026-02-11,2026-02-18,EXPIRE
4735,Premium Hebdomadaire,22.31,2026-07-15,2026-07-24,ACTIVE
3388,Basique Hebdomadaire,13.65,2023-06-20,2023-06-27,EXPIRE
3647,Premium Hebdomadaire,20.26,2025-01-03,2025-01-12,ACTIVE
1684,Premium Hebdomadaire,20.57,2023-03-19,2023-03-26,EXPIRE
9,Basique Hebdomadaire,12.37,2023-09-10,2023-09-18,EXPIRE
6063,Premium Hebdomadaire,18.13,2025-01-04,2025-01-11,EXPIRE
6517,Family Mensuel,83.04,2025-11-02,2025-11-30,ACTIVE
4124,Etudiant Mensuel,28.36,2025-05-15,2025-06-14,ACTIVE
8730,Basique Hebdomadaire,12.57,2023-10-15,2023-10-21,ACTIVE
6046,Pro Annuel,699.24,2025-10-08,2026-10-06,ACTIVE
568,Premium Hebdomadaire,17.98,2024-09-11,2024-09-20,ACTIVE
9162,Family Mensuel,79.81,2026-10-18,2026-11-13,ACTIVE
1804,Basique Mensuel,37.37,2026-01-14,2026-02-17,SUSPENDU
8502,Basique Hebdomadaire,13.18,2023-08-13,2023-08-21,ACTIVE
4901,Etudiant Mensuel,27.28,2023-03-12,2023-04-10,ACTIVE
1600,Basique Mensuel,40.28,2024-06-08,2024-07-04,ACTIVE
7932,Etudiant Mensuel,30.41,2026-08-21,2026-09-18,EXPIRE
9548,Basique Hebdomadaire,14.33,2026-03-08,2026-03-14,SUSPENDU
2824,Family Mensuel,75.16,2025-09-13,2025-10-17,EXPIRE
5468,Premium Mensuel,73.24,2025-06-24,2025-07-23,ACTIVE
3530,Pro Annuel,708.1,2025-05-09,2026-05-15,ACTIVE
8684,Premium Mensuel,71.49,2023-08-25,2023-09-25,EXPIRE
1156,Basique Mensuel,44.31,2026-12-25,2027-01-28,ACTIVE
6548,Premium Mensuel,68.52,2024-04-16,2024-05-18,SUSPENDU
9089,Basique Mensuel,39.75,2023-10-23,2023-11-18,EXPIRE
7621,Basique Hebdomadaire,10.77,2023-01-17,2023-01-23,EXPIRE
8297,Basique Mensuel,43.54,2023-05-09,2023-06-08,EXPIRE
4541,Premium Mensuel,63.92,2025-01-13,2025-02-11,ACTIVE
9135,Basique Mensuel,37.25,2025-10-23,2025-11-20,ACTIVE
6483,Basique Hebdomadaire,11.4,2026-08-12,2026-08-19,ACTIVE
5827,Family Mensuel,79.79,2023-12-18,2024-01-19,EXPIRE
1191,Pro Annuel,700.18,2024-12-19,2025-12-19,SUSPENDU
7445,Basique Mensuel,39.28,2023-12-02,2024-01-06,ACTIVE
8521,Premium Mensuel,65.37,2026-01-11,2026-02-07,SUSPENDU
961,Basique Hebdomadaire,14.37,2026-09-10,2026-09-19,ACTIVE
7455,Premium Hebdomadaire,19.09,2023-10-20,2023-10-29,EXPIRE
37,Premium Mensuel,70.37,2025-02-17,2025-03-18,ACTIVE
7517,Basique Mensuel,43.2,2024-05-25,2024-06-25,ACTIVE
7645,Family Mensuel,84.19,2025-02-26,2025-04-02,ACTIVE
4439,Family Mensuel,74.58,2025-01-22,2025-02-17,ACTIVE
6162,Premium Hebdomadaire,22.56,2023-10-04,2023-10-13,EXPIRE
7745,Family Mensuel,83.18,2023-05-01,2023-06-04,EXPIRE
9588,Basique Mensuel,41.04,2024-04-13,2024-05-13,ACTIVE
8120,Family Mensuel,77.71,2024-01-18,2024-02-20,EXPIRE
6968,Premium Mensuel,72.65,2026-07-27,2026-08-26,EXPIRE
5719,Etudiant Mensuel,32.61,2023-07-17,2023-08-19,ACTIVE
578,Etudiant Mensuel,31.88,2023-04-24,2023-05-28,EXPIRE
9834,Premium Mensuel,69.35,2026-11-09,2026-12-05,ACTIVE
4103,Basique Hebdomadaire,16.42,2023-12-17,2023-12-26,ACTIVE
7647,Basique Hebdomadaire,10.0,2025-09-27,2025-10-06,EXPIRE
4152,Basique Hebdomadaire,16.02,2025-05-19,2025-05-27,SUSPENDU
3131,Basique Mensuel,39.83,2024-02-18,2024-03-17,ACTIVE
4891,Pro Annuel,698.51,2026-05-08,2027-05-13,ACTIVE
9976,Family Mensuel,82.21,2023-06-17,2023-07-13,EXPIRE
7472,Premium Mensuel,71.94,2026-04-17,2026-05-21,SUSPENDU
1834,Premium Hebdomadaire,20.51,2024-04-04,2024-04-11,ACTIVE
9149,Pro Annuel,699.06,2023-05-22,2024-05-21,SUSPENDU
4892,Premium Mensuel,70.59,2025-06-18,2025-07-19,SUSPENDU
2288,Basique Mensuel,39.54,2024-05-19,2024-06-15,ACTIVE
